wind_code,name,family,category,is_active,priority,is_concept,view_key,view_label,notes
884001.WI,参股金融指数,wind_concept,Wind热门概念指数,false,30000,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884025.WI,成渝特区指数,wind_concept,Wind热门概念指数,false,29999,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884028.WI,智能电网指数,wind_concept,Wind热门概念指数,true,40000,true,wind_hot_concept,Wind热门概念,
884030.WI,物联网指数,wind_concept,Wind热门概念指数,true,39999,true,wind_hot_concept,Wind热门概念,
884031.WI,重组指数,wind_concept,Wind热门概念指数,true,39998,true,wind_hot_concept,Wind热门概念,
884032.WI,迪士尼指数,wind_concept,Wind热门概念指数,false,29995,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884034.WI,节能环保指数,wind_concept,Wind热门概念指数,true,39997,true,wind_hot_concept,Wind热门概念,
884035.WI,新能源指数,wind_concept,Wind热门概念指数,true,39996,true,wind_hot_concept,Wind热门概念,
884036.WI,风力发电指数,wind_concept,Wind热门概念指数,true,39995,true,wind_hot_concept,Wind热门概念,
884037.WI,乙醇汽油指数,wind_concept,Wind热门概念指数,false,29991,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884039.WI,锂电池指数,wind_concept,Wind热门概念指数,true,39994,true,wind_hot_concept,Wind热门概念,
884040.WI,垃圾发电指数,wind_concept,Wind热门概念指数,false,29989,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884041.WI,节能照明指数,wind_concept,Wind热门概念指数,false,29988,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884043.WI,CDM指数,wind_concept,Wind热门概念指数,false,29987,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884045.WI,光伏指数,wind_concept,Wind热门概念指数,true,39993,true,wind_hot_concept,Wind热门概念,
884046.WI,核电指数,wind_concept,Wind热门概念指数,true,39992,true,wind_hot_concept,Wind热门概念,
884047.WI,长吉图指数,wind_concept,Wind热门概念指数,false,29984,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884048.WI,港珠澳大桥指数,wind_concept,Wind热门概念指数,false,29983,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884050.WI,海南自贸港指数,wind_concept,Wind热门概念指数,true,39991,true,wind_hot_concept,Wind热门概念,
884052.WI,新型煤化工指数,wind_concept,Wind热门概念指数,false,29981,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884053.WI,外资并购指数,wind_concept,Wind热门概念指数,false,29980,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884057.WI,新材料指数,wind_concept,Wind热门概念指数,true,39990,true,wind_hot_concept,Wind热门概念,
884058.WI,鄱阳湖指数,wind_concept,Wind热门概念指数,false,29978,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884059.WI,央企大盘指数,wind_concept,Wind热门概念指数,false,29977,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884061.WI,光通信指数,wind_concept,Wind热门概念指数,true,39989,true,wind_hot_concept,Wind热门概念,
884062.WI,生物育种指数,wind_concept,Wind热门概念指数,true,39988,true,wind_hot_concept,Wind热门概念,
884068.WI,核高基指数,wind_concept,Wind热门概念指数,false,29974,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884069.WI,移动支付指数,wind_concept,Wind热门概念指数,false,29973,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884073.WI,保障性住房指数,wind_concept,Wind热门概念指数,false,29972,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884074.WI,新疆振兴指数,wind_concept,Wind热门概念指数,true,39987,true,wind_hot_concept,Wind热门概念,
884075.WI,高铁指数,wind_concept,Wind热门概念指数,true,39986,true,wind_hot_concept,Wind热门概念,
884076.WI,新能源汽车指数,wind_concept,Wind热门概念指数,true,39985,true,wind_hot_concept,Wind热门概念,
884077.WI,三网融合指数,wind_concept,Wind热门概念指数,false,29968,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884079.WI,建筑节能指数,wind_concept,Wind热门概念指数,false,29967,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884080.WI,网络游戏指数,wind_concept,Wind热门概念指数,true,39984,true,wind_hot_concept,Wind热门概念,
884081.WI,上海本地重组指数,wind_concept,Wind热门概念指数,false,29965,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884083.WI,深圳前海新区指数,wind_concept,Wind热门概念指数,false,29964,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884086.WI,稀土永磁指数,wind_concept,Wind热门概念指数,true,39983,true,wind_hot_concept,Wind热门概念,
884087.WI,卫星导航指数,wind_concept,Wind热门概念指数,true,39982,true,wind_hot_concept,Wind热门概念,
884088.WI,通用航空指数,wind_concept,Wind热门概念指数,true,39981,true,wind_hot_concept,Wind热门概念,
884089.WI,装饰园林指数,wind_concept,Wind热门概念指数,false,29960,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884090.WI,合同能源管理指数,wind_concept,Wind热门概念指数,false,29959,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884091.WI,云计算指数,wind_concept,Wind热门概念指数,true,39980,true,wind_hot_concept,Wind热门概念,
884092.WI,高端装备制造指数,wind_concept,Wind热门概念指数,true,39979,true,wind_hot_concept,Wind热门概念,
884093.WI,智能交通指数,wind_concept,Wind热门概念指数,true,39978,true,wind_hot_concept,Wind热门概念,
884095.WI,触摸屏指数,wind_concept,Wind热门概念指数,false,29955,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884096.WI,水利水电建设指数,wind_concept,Wind热门概念指数,true,39977,true,wind_hot_concept,Wind热门概念,
884097.WI,钢结构指数,wind_concept,Wind热门概念指数,false,29953,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884098.WI,IPV6指数,wind_concept,Wind热门概念指数,false,29952,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884099.WI,移动互联网指数,wind_concept,Wind热门概念指数,false,29951,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884100.WI,科技园区指数,wind_concept,Wind热门概念指数,false,29950,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884101.WI,抗癌指数,wind_concept,Wind热门概念指数,false,29949,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884102.WI,抗核辐射指数,wind_concept,Wind热门概念指数,false,29948,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884103.WI,页岩气指数,wind_concept,Wind热门概念指数,false,29947,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884104.WI,航母指数,wind_concept,Wind热门概念指数,true,39967,true,wind_hot_concept,Wind热门概念,
884105.WI,舟山新区指数,wind_concept,Wind热门概念指数,false,29945,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884106.WI,浦东新区指数,wind_concept,Wind热门概念指数,false,29944,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884107.WI,黄金珠宝指数,wind_concept,Wind热门概念指数,true,39955,true,wind_hot_concept,Wind热门概念,
884108.WI,涉矿指数,wind_concept,Wind热门概念指数,false,29942,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884109.WI,石墨烯指数,wind_concept,Wind热门概念指数,false,29941,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884110.WI,安防监控指数,wind_concept,Wind热门概念指数,false,29940,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884111.WI,文化传媒主题指数,wind_concept,Wind热门概念指数,true,39941,true,wind_hot_concept,Wind热门概念,
884112.WI,宽带提速指数,wind_concept,Wind热门概念指数,false,29938,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884113.WI,金融改革指数,wind_concept,Wind热门概念指数,false,29937,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884114.WI,充电桩指数,wind_concept,Wind热门概念指数,true,39935,true,wind_hot_concept,Wind热门概念,
884115.WI,中日韩自贸区指数,wind_concept,Wind热门概念指数,false,29935,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884116.WI,苹果指数,wind_concept,Wind热门概念指数,true,39930,true,wind_hot_concept,Wind热门概念,
884117.WI,三沙指数,wind_concept,Wind热门概念指数,false,29933,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884118.WI,中朝经济特区指数,wind_concept,Wind热门概念指数,false,29932,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884119.WI,3D打印指数,wind_concept,Wind热门概念指数,false,29931,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884120.WI,地热能指数,wind_concept,Wind热门概念指数,false,29930,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884121.WI,美丽中国指数,wind_concept,Wind热门概念指数,false,29929,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884122.WI,太赫兹指数,wind_concept,Wind热门概念指数,false,29928,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884123.WI,智能IC卡指数,wind_concept,Wind热门概念指数,false,29927,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884124.WI,PM2.5指数,wind_concept,Wind热门概念指数,false,29926,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884125.WI,污水处理指数,wind_concept,Wind热门概念指数,false,29925,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884126.WI,机器人指数,wind_concept,Wind热门概念指数,true,39911,true,wind_hot_concept,Wind热门概念,
884127.WI,食品安全指数,wind_concept,Wind热门概念指数,false,29923,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884128.WI,4G指数,wind_concept,Wind热门概念指数,false,29922,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884129.WI,生物科技等权指数,wind_concept,Wind热门概念指数,true,39899,true,wind_hot_concept,Wind热门概念,
884130.WI,LNG指数,wind_concept,Wind热门概念指数,false,29920,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884131.WI,大数据指数,wind_concept,Wind热门概念指数,true,39893,true,wind_hot_concept,Wind热门概念,
884132.WI,智能物流指数,wind_concept,Wind热门概念指数,true,39889,true,wind_hot_concept,Wind热门概念,
884133.WI,网络安全指数,wind_concept,Wind热门概念指数,true,39884,true,wind_hot_concept,Wind热门概念,
884134.WI,AI穿戴设备指数,wind_concept,Wind热门概念指数,true,39880,true,wind_hot_concept,Wind热门概念,
884135.WI,电子商务指数,wind_concept,Wind热门概念指数,true,39876,true,wind_hot_concept,Wind热门概念,
884136.WI,互联网金融指数,wind_concept,Wind热门概念指数,false,29914,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884137.WI,智能电视指数,wind_concept,Wind热门概念指数,false,29913,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884138.WI,上海自贸区主题指数,wind_concept,Wind热门概念指数,false,29912,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884139.WI,土地流转指数,wind_concept,Wind热门概念指数,false,29911,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884140.WI,三胎指数,wind_concept,Wind热门概念指数,true,39857,true,wind_hot_concept,Wind热门概念,
884141.WI,参股民营银行指数,wind_concept,Wind热门概念指数,false,29909,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884142.WI,银发经济指数,wind_concept,Wind热门概念指数,false,29908,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884143.WI,尾气治理指数,wind_concept,Wind热门概念指数,false,29907,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884144.WI,网络彩票指数,wind_concept,Wind热门概念指数,false,29906,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884145.WI,O2O指数,wind_concept,Wind热门概念指数,false,29905,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884146.WI,第三方支付指数,wind_concept,Wind热门概念指数,false,29904,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884147.WI,互联网入口指数,wind_concept,Wind热门概念指数,false,29903,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884148.WI,民营医院指数,wind_concept,Wind热门概念指数,false,29902,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884149.WI,油气改革指数,wind_concept,Wind热门概念指数,false,29901,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884150.WI,油气管网指数,wind_concept,Wind热门概念指数,false,29900,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884151.WI,创投指数,wind_concept,Wind热门概念指数,false,29899,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884152.WI,粤港澳自贸区指数,wind_concept,Wind热门概念指数,false,29898,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884153.WI,智能家居指数,wind_concept,Wind热门概念指数,false,29897,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884154.WI,超级电容指数,wind_concept,Wind热门概念指数,false,29896,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884155.WI,蓝宝石指数,wind_concept,Wind热门概念指数,false,29895,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884156.WI,在线教育指数,wind_concept,Wind热门概念指数,true,39834,true,wind_hot_concept,Wind热门概念,
884157.WI,AI医疗指数,wind_concept,Wind热门概念指数,true,39832,true,wind_hot_concept,Wind热门概念,
884158.WI,移动转售指数,wind_concept,Wind热门概念指数,false,29892,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884159.WI,冷链物流指数,wind_concept,Wind热门概念指数,false,29891,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884160.WI,芯片指数,wind_concept,Wind热门概念指数,true,39830,true,wind_hot_concept,Wind热门概念,
884161.WI,传感器指数,wind_concept,Wind热门概念指数,true,39829,true,wind_hot_concept,Wind热门概念,
884162.WI,智能驾驶指数,wind_concept,Wind热门概念指数,true,39828,true,wind_hot_concept,Wind热门概念,
884163.WI,在线旅游指数,wind_concept,Wind热门概念指数,false,29887,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884164.WI,广东国资改革指数,wind_concept,Wind热门概念指数,false,29886,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884165.WI,丝绸之路指数,wind_concept,Wind热门概念指数,false,29885,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884166.WI,燃料电池指数,wind_concept,Wind热门概念指数,true,39807,true,wind_hot_concept,Wind热门概念,
884167.WI,京津冀一体化指数,wind_concept,Wind热门概念指数,false,29883,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884168.WI,长江经济带指数,wind_concept,Wind热门概念指数,false,29882,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884169.WI,AIPC指数,wind_concept,Wind热门概念指数,true,39795,true,wind_hot_concept,Wind热门概念,
884170.WI,职业教育指数,wind_concept,Wind热门概念指数,true,39791,true,wind_hot_concept,Wind热门概念,
884171.WI,国资改革指数,wind_concept,Wind热门概念指数,false,29879,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884172.WI,无人机指数,wind_concept,Wind热门概念指数,false,29878,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884173.WI,赛马指数,wind_concept,Wind热门概念指数,false,29877,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884174.WI,体育指数,wind_concept,Wind热门概念指数,false,29876,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884175.WI,两岸融合指数,wind_concept,Wind热门概念指数,true,39769,true,wind_hot_concept,Wind热门概念,
884176.WI,北部湾自贸区指数,wind_concept,Wind热门概念指数,false,29874,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884177.WI,陆股通50指数,wind_concept,Wind热门概念指数,false,29873,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884178.WI,工业4.0指数,wind_concept,Wind热门概念指数,true,39763,true,wind_hot_concept,Wind热门概念,
884179.WI,医药电商指数,wind_concept,Wind热门概念指数,false,29871,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884180.WI,天津自贸区指数,wind_concept,Wind热门概念指数,false,29870,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884181.WI,一带一路指数,wind_concept,Wind热门概念指数,true,39760,true,wind_hot_concept,Wind热门概念,
884182.WI,智慧农业指数,wind_concept,Wind热门概念指数,true,39759,true,wind_hot_concept,Wind热门概念,
884183.WI,生物识别指数,wind_concept,Wind热门概念指数,false,29867,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884184.WI,基因检测指数,wind_concept,Wind热门概念指数,true,39758,true,wind_hot_concept,Wind热门概念,
884185.WI,高送转指数,wind_concept,Wind热门概念指数,true,39757,true,wind_hot_concept,Wind热门概念,
884186.WI,军民融合指数,wind_concept,Wind热门概念指数,true,39756,true,wind_hot_concept,Wind热门概念,
884187.WI,大央企重组指数,wind_concept,Wind热门概念指数,false,29863,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884188.WI,虚拟电厂指数,wind_concept,Wind热门概念指数,true,39750,true,wind_hot_concept,Wind热门概念,
884189.WI,近端次新股指数,wind_concept,Wind热门概念指数,true,39747,true,wind_hot_concept,Wind热门概念,
884190.WI,特高压指数,wind_concept,Wind热门概念指数,true,39744,true,wind_hot_concept,Wind热门概念,
884191.WI,跨境电商指数,wind_concept,Wind热门概念指数,true,39735,true,wind_hot_concept,Wind热门概念,
884192.WI,员工持股指数,wind_concept,Wind热门概念指数,false,29858,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884193.WI,股票质押指数,wind_concept,Wind热门概念指数,false,29857,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884194.WI,谷子经济指数,wind_concept,Wind热门概念指数,true,39716,true,wind_hot_concept,Wind热门概念,
884195.WI,西藏振兴指数,wind_concept,Wind热门概念指数,true,39715,true,wind_hot_concept,Wind热门概念,
884196.WI,国家队指数,wind_concept,Wind热门概念指数,false,29854,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884197.WI,ST板块指数,wind_concept,Wind热门概念指数,true,39714,true,wind_hot_concept,Wind热门概念,
884198.WI,证金指数,wind_concept,Wind热门概念指数,false,29852,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884199.WI,举牌指数,wind_concept,Wind热门概念指数,false,29851,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884200.WI,高校指数,wind_concept,Wind热门概念指数,false,29850,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884201.WI,人工智能指数,wind_concept,Wind热门概念指数,true,39713,true,wind_hot_concept,Wind热门概念,
884202.WI,万得虚拟现实指数,wind_concept,Wind热门概念指数,false,29848,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884203.WI,健康中国指数,wind_concept,Wind热门概念指数,false,29847,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884204.WI,金控平台指数,wind_concept,Wind热门概念指数,false,29846,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884205.WI,海绵城市指数,wind_concept,Wind热门概念指数,true,39712,true,wind_hot_concept,Wind热门概念,
884206.WI,汽车后市场指数,wind_concept,Wind热门概念指数,false,29844,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884207.WI,互联网营销指数,wind_concept,Wind热门概念指数,false,29843,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884208.WI,量子技术指数,wind_concept,Wind热门概念指数,true,39711,true,wind_hot_concept,Wind热门概念,
884209.WI,动漫指数,wind_concept,Wind热门概念指数,false,29841,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884210.WI,智慧城市指数,wind_concept,Wind热门概念指数,false,29840,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884211.WI,网红经济指数,wind_concept,Wind热门概念指数,true,39710,true,wind_hot_concept,Wind热门概念,
884212.WI,征信指数,wind_concept,Wind热门概念指数,false,29838,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884213.WI,化债AMC指数,wind_concept,Wind热门概念指数,true,39709,true,wind_hot_concept,Wind热门概念,
884214.WI,OLED指数,wind_concept,Wind热门概念指数,true,39708,true,wind_hot_concept,Wind热门概念,
884215.WI,区块链指数,wind_concept,Wind热门概念指数,false,29835,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884216.WI,特斯拉指数,wind_concept,Wind热门概念指数,true,39707,true,wind_hot_concept,Wind热门概念,
884217.WI,电子竞技指数,wind_concept,Wind热门概念指数,false,29833,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884218.WI,PPP指数,wind_concept,Wind热门概念指数,false,29832,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884219.WI,精准扶贫指数,wind_concept,Wind热门概念指数,false,29831,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884220.WI,股权转让指数,wind_concept,Wind热门概念指数,false,29830,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884221.WI,国企混改指数,wind_concept,Wind热门概念指数,false,29829,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884222.WI,共享单车指数,wind_concept,Wind热门概念指数,false,29828,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884224.WI,5G指数,wind_concept,Wind热门概念指数,false,29827,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884225.WI,禽流感指数,wind_concept,Wind热门概念指数,false,29826,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884226.WI,共享汽车指数,wind_concept,Wind热门概念指数,false,29825,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884227.WI,新零售指数,wind_concept,Wind热门概念指数,false,29824,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884228.WI,无线充电指数,wind_concept,Wind热门概念指数,true,39706,true,wind_hot_concept,Wind热门概念,
884229.WI,雄安新区指数,wind_concept,Wind热门概念指数,false,29822,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884230.WI,粤港澳大湾区指数,wind_concept,Wind热门概念指数,false,29821,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884231.WI,可燃冰指数,wind_concept,Wind热门概念指数,false,29820,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884232.WI,白马股指数,wind_concept,Wind热门概念指数,false,29819,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884233.WI,增持指数,wind_concept,Wind热门概念指数,true,39705,true,wind_hot_concept,Wind热门概念,
884234.WI,装配式建筑指数,wind_concept,Wind热门概念指数,false,29817,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884235.WI,最小市值指数,wind_concept,Wind热门概念指数,true,39704,true,wind_hot_concept,Wind热门概念,
884236.WI,特色小镇指数,wind_concept,Wind热门概念指数,false,29815,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884237.WI,保底增持指数,wind_concept,Wind热门概念指数,false,29814,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884238.WI,煤电重组指数,wind_concept,Wind热门概念指数,false,29813,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884239.WI,小金属指数,wind_concept,Wind热门概念指数,true,39703,true,wind_hot_concept,Wind热门概念,
884241.WI,上海国资改革指数,wind_concept,Wind热门概念指数,true,39702,true,wind_hot_concept,Wind热门概念,
884242.WI,一线龙头指数,wind_concept,Wind热门概念指数,false,29810,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884243.WI,二线龙头指数,wind_concept,Wind热门概念指数,true,39701,true,wind_hot_concept,Wind热门概念,
884244.WI,小盘成长指数,wind_concept,Wind热门概念指数,false,29808,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884245.WI,融资融券指数,wind_concept,Wind热门概念指数,false,29807,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884247.WI,房屋租赁指数,wind_concept,Wind热门概念指数,false,29806,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884248.WI,染料指数,wind_concept,Wind热门概念指数,false,29805,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884249.WI,维生素指数,wind_concept,Wind热门概念指数,true,39700,true,wind_hot_concept,Wind热门概念,
884250.WI,钛白粉指数,wind_concept,Wind热门概念指数,false,29803,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884251.WI,猪产业指数,wind_concept,Wind热门概念指数,true,39699,true,wind_hot_concept,Wind热门概念,
884252.WI,鸡产业指数,wind_concept,Wind热门概念指数,true,39698,true,wind_hot_concept,Wind热门概念,
884253.WI,中小创蓝筹指数,wind_concept,Wind热门概念指数,false,29800,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884254.WI,行业龙头指数,wind_concept,Wind热门概念指数,false,29799,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884255.WI,3D传感指数,wind_concept,Wind热门概念指数,false,29798,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884256.WI,360指数,wind_concept,Wind热门概念指数,false,29797,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884257.WI,可转债预案指数,wind_concept,Wind热门概念指数,false,29796,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884258.WI,新型城镇化指数,wind_concept,Wind热门概念指数,true,39697,true,wind_hot_concept,Wind热门概念,
884555.WI,中资国际化指数,wind_concept,Wind热门概念指数,false,29794,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884639.WI,参股券商指数,wind_concept,Wind热门概念指数,false,29793,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884640.WI,人脸识别指数,wind_concept,Wind热门概念指数,false,29792,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884641.WI,出租车指数,wind_concept,Wind热门概念指数,false,29791,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884642.WI,白银指数,wind_concept,Wind热门概念指数,false,29790,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884644.WI,核电主设备指数,wind_concept,Wind热门概念指数,false,29789,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884645.WI,民营宽带指数,wind_concept,Wind热门概念指数,false,29788,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884647.WI,粮食安全指数,wind_concept,Wind热门概念指数,false,29787,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
884649.WI,精准医疗指数,wind_concept,Wind热门概念指数,false,29786,true,wind_hot_concept,Wind热门概念,不在Wind导出有效热门概念清单中
