wind_code,name,family,category,is_active,priority,is_concept,view_key,view_label,notes
850711.SI,机床工具,sw_l3,申万三级行业指数,true,9299,false,sw_l3,申万三级,
850713.SI,磨具磨料,sw_l3,申万三级行业指数,true,9298,false,sw_l3,申万三级,
850715.SI,制冷空调设备,sw_l3,申万三级行业指数,true,9297,false,sw_l3,申万三级,
850716.SI,其他通用设备,sw_l3,申万三级行业指数,true,9296,false,sw_l3,申万三级,
850731.SI,仪器仪表,sw_l3,申万三级行业指数,true,9295,false,sw_l3,申万三级,
850751.SI,金属制品,sw_l3,申万三级行业指数,true,9294,false,sw_l3,申万三级,
850725.SI,能源及重型设备,sw_l3,申万三级行业指数,true,9293,false,sw_l3,申万三级,
850728.SI,楼宇设备,sw_l3,申万三级行业指数,true,9292,false,sw_l3,申万三级,
850721.SI,纺织服装设备,sw_l3,申万三级行业指数,true,9291,false,sw_l3,申万三级,
850723.SI,农用机械,sw_l3,申万三级行业指数,true,9290,false,sw_l3,申万三级,
850726.SI,印刷包装机械,sw_l3,申万三级行业指数,true,9289,false,sw_l3,申万三级,
850727.SI,其他专用设备,sw_l3,申万三级行业指数,true,9288,false,sw_l3,申万三级,
850936.SI,轨交设备Ⅲ,sw_l3,申万三级行业指数,true,9287,false,sw_l3,申万三级,
